,Official English Name,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Bounty,norm_bounty,haki_score,recent_freq,total_appearances,activity_score,alive,affiliation,total_bounty,norm_crew_bounty,road_poneglyph,crew_score,closeness
1018,Mozu and Kiwi,January 7,0,0,0,0,Grand Line,22.0,187.0,F,,,0.0,,,,True,,,,,,
1019,Mr. 6,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1020,Mr. 7,,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
1021,Mr. 7,,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
1022,Mr. 9,September 27,0,0,0,0,Grand Line,,,,,,0.0,0.01,9.0,0.009993348115299333,True,,,,,,
1023,Mr. 10,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1024,Mr. 11,November 21,0,0,0,0,Grand Line,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
1025,Mr. 12,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1026,Mr. 13,May 17,0,0,0,0,Grand Line,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1027,Mr. Beans,February 24,0,0,0,0,Grand Line,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1028,Mr. Love,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1029,Mr. Melow,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1030,Mr. Momora,,0,0,0,0,,,,,,,0.0,0.07,10.0,0.0523259423503326,False,,,,,,0.0
1031,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1032,Mr. Shimizu,December 11,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1033,Notta Magician,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1034,Muginn,,0,0,0,0,,,,,,,0.0,0.02,2.0,0.014665188470066518,True,,,,,,
1035,Muegren,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1036,Sawyer Wayback,,0,0,0,0,,56.0,,,,,0.0,,,,True,,,,,,
1037,Mummy,,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1038,Mameemee,November 21,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
1039,Mjure,,0,0,0,0,North Blue,,,,,,0.0,,,,False,,,,,,0.0
1040,Muti,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1041,Nakaiwa,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1042,Nako,July 1,0,0,0,0,East Blue,,,,,,0.0,0.01,13.0,0.01132372505543237,True,,,,,,
1044,Nami,July 3,0,0,0,0,East Blue,18.0,170.0,X,366000000.0,0.8787158594897021,0.0,0.53,695.0,0.6021529933481153,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.5613184155448812
1046,Namule,July 6,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1047,Nonday,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1048,Nangi,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1049,Napoleon,December 2,0,0,0,0,Grand Line,38.0,848.0,,,,0.0,0.1,101.0,0.10359201773835919,False,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.0
1050,Nash,,0,0,0,0,,,,,,,0.0,0.12,12.0,0.08799113082039911,True,New Giant Warrior Pirates,0.0,0.0,0.0,0.0,
1051,Nashi,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1052,Natto,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1053,Nay Mingheim,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,,,,True,,,,,,
1054,Needle God,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
1055,Nefeltari Cobra,February 13,0,0,0,0,Grand Line,48.0,182.0,F,,,0.0,,,,False,,,,,,0.0
1056,Nefeltari D. Lily,,0,0,0,0,Grand Line,,,,,,0.0,,,,False,,,,,,0.0
1057,Nefeltari Titi,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1058,Nefeltari Vivi,February 2,0,0,0,0,Grand Line,16.0,169.0,F,,,0.0,,,,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,
1059,Neggy,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1060,Maria Onion Bear,November 14,0,0,0,0,Grand Line,43.0,,,,,0.0,,,,True,,,,,,
1061,Nekomamushi,November 22,0,0,0,0,Grand Line,40.0,522.0,S,,,0.0,0.0,52.0,0.017294900221729487,True,,,,,,
1062,Nekozaemon,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1063,Neoki,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1064,Neptune,July 3,0,0,0,0,Grand Line,70.0,1220.0,X,,,0.0,0.04,43.0,0.04230155210643015,True,,,,,,
1065,Nerine,December 15,0,0,0,0,Calm Belt,,,,,,0.0,0.0,8.0,0.0026607538802660754,True,,,,,,
1066,Nero,January 26,0,0,0,0,West Blue,20.0,202.0,X,,,0.0,0.0,5.0,0.0016629711751662971,False,,,,,,0.0
1067,St. Imu,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1068,Nezumi,December 12,0,0,0,0,East Blue,34.0,182.0,XF,100000000.0,0.8208959427433579,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
1069,Nico Olvia,February 6,0,0,0,0,West Blue,,186.0,S,79000000.0,0.8103912546917073,0.0,0.0,5.0,0.0016629711751662971,False,,,,,,0.0
1071,Nico Robin,February 6,1,0,0,0,West Blue,28.0,188.0,S,930000000.0,0.9202739076771949,0.0,0.34,469.0,0.3939866962305987,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.5321525705776255
1072,Abscondo,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1073,Nightcrab-Girl,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1074,Guppy Mermaid Quintuplets,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1075,Nika,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,False,,,,,,0.0
1076,"Gyoro, Nin, Bao",,0,0,0,0,,,,,,,0.0,,,,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1077,"Gyoro, Nin, Bao",,0,0,0,0,,,,,,,0.0,,,,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1078,Ninjin,February 2,0,0,0,0,East Blue,9.0,127.0,X,,,0.0,0.01,14.0,0.011656319290465633,True,,,,,,
1079,Ninth,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1080,Nitro,,0,0,0,0,,,,,,,0.0,0.0,17.0,0.00565410199556541,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
1081,Domo-kun,January 30,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1082,Aristocroc,October 17,0,0,0,0,,,,,,,0.0,,,,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
1083,Nodoi Wakan,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1084,Nokokuwa Police,,1,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1085,Nokotti,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1086,Nojiko,July 25,0,0,0,0,East Blue,20.0,170.0,S,,,0.0,0.01,26.0,0.01564745011086474,True,,,,,,
1087,Nola,March 10,0,0,0,0,,419.0,,,,,0.0,0.01,7.0,0.009328159645232816,True,,,,,,
1088,Stray Fox,April 10,0,0,0,0,East Blue,13.0,103.0,,,,0.0,,,,True,,,,,,
1089,Noriko,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1090,Nori-no Suke,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1091,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1092,Nubon,,0,0,0,0,,,,,,,0.0,0.0,10.0,0.0033259423503325942,True,,,,,,
1093,Snott Mee,July 18,0,0,0,0,East Blue,,,,,,0.0,,,,False,Black Cat Pirates,31000000.0,0.7361412005448258,0.0,0.4416847203268955,0.0
1094,Nure-Onna,,1,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1095,Calicoach,May 28,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1096,Meormeow Meormani,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1097,Oars,October 4,0,0,0,0,North Blue,,6700.0,F,,,0.0,0.0,18.0,0.005986696230598669,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1098,Octopako,August 5,0,0,0,0,Grand Line,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1099,Wang Zhi,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1100,Ohm,March 25,0,1,0,0,Sky Islands,27.0,189.0,XF,,,0.1,0.0,13.0,0.004323725055432372,False,,,,,,0.0
1101,Oyday,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1102,Oimo,January 6,0,0,0,0,Grand Line,151.0,1600.0,F,,,0.0,0.23,46.0,0.17629933481152993,True,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,
1103,Oiwa,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
1104,Okame,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1105,Ryce,,0,0,0,0,,,,,,,0.0,,,,True,Hokahoka Pirates,0.0,0.0,0.0,0.0,
1106,Olav,,0,0,0,0,,,,,,,0.0,0.14,14.0,0.10265631929046563,True,,,,,,
1107,Crone Oli,,0,0,0,0,,,,,,,0.0,,,,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
1108,Oliva,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1109,Ohmasa,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1110,Onigumo,February 8,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,12.0,0.003991130820399113,True,,,,,,
1111,Onimaru,November 19,1,0,0,0,Grand Line,69.0,428.0,X,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
1112,Oran,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1113,Olombus,June 23,0,0,0,0,Grand Line,42.0,480.0,X,148000000.0,0.8383668365108728,0.0,,,,True,,,,,,
1114,Ossamond,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1115,Otohime,January 10,0,1,0,0,Grand Line,,224.0,S,,,0.1,0.01,6.0,0.008995565410199555,False,,,,,,0.0
1116,Ottoland,,0,0,0,0,,,,,,,0.0,0.0,15.0,0.004988913525498891,True,,,,,,
1117,Outlook III,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1118,Packy,May 27,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Yes Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
1119,Pagaya,August 17,0,0,0,0,Grand Line,52.0,179.0,F,,,0.0,0.0,15.0,0.004988913525498891,True,,,,,,
1120,Page One,February 10,1,1,1,0,Grand Line,20.0,171.0,X,290000000.0,0.8683435224766184,0.4,0.0,17.0,0.00565410199556541,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.5002814101425774
1121,Palms,March 11,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1122,Panda Man,February 29,0,0,0,0,Tibet,0.0,200.0,,3333333.0,0.6693255956753473,0.0,,,,True,,,,,,
1123,Panda Woman,February 29,0,0,0,0,Calm Belt,,,,,,0.0,,,,True,,,,,,
1124,Pandora,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1125,Justy Tinbread,June 29,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1126,Pansy,July 20,0,0,0,0,Calm Belt,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1127,Papaneel,,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1128,Papas,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
1129,Pappagu,September 21,0,0,0,0,Grand Line,31.0,50.0,XF,,,0.0,,,,True,,,,,,
1130,Pert,,0,0,0,0,South Blue,,,,,,0.0,,,,True,Bonney Pirates,320000000.0,0.835761449123163,0.0,0.5014568694738978,
1131,Pasia,February 21,0,0,0,0,South Blue,20.0,,,,,0.0,,,,True,,,,,,
1132,Patty,March 12,0,0,0,0,East Blue,27.0,204.0,X,,,0.0,0.01,25.0,0.015314855875831484,True,,,,,,
1133,Paulie,July 8,0,0,0,0,Grand Line,24.0,195.0,S,,,0.0,0.01,58.0,0.026290465631929046,True,,,,,,
1134,Pavlik,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1135,Peachbeard,March 27,0,0,0,0,,,,,52000000.0,0.791754480300177,0.0,0.0,1.0,0.0003325942350332594,True,Peachbeard Pirates,52000000.0,0.7582156879425614,0.0,0.45492941276553683,0.32857874549016713
1136,Peachbeard,March 27,0,0,0,0,,,,,52000000.0,0.791754480300177,0.0,0.0,1.0,0.0003325942350332594,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,0.39112471068875543
1137,Pearl,July 11,0,0,0,0,East Blue,23.0,239.0,F,,,0.0,0.01,6.0,0.008995565410199555,True,,,,,,
1138,Peepley Lulu,January 2,0,0,0,0,Grand Line,31.0,206.0,S,,,0.0,0.03,41.0,0.03463636363636363,True,,,,,,
1139,Pedro,June 16,0,1,1,0,Grand Line,,233.0,F,382000000.0,0.8806226240111773,0.4,0.0,45.0,0.014966740576496673,False,Nox Pirates,712000000.0,0.869891950877325,0.0,0.5219351705263949,0.0
1140,Pekkori,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1141,Pekoms,April 11,1,1,1,0,,27.0,232.0,S,330000000.0,0.8741016910915818,0.4,0.0,23.0,0.007649667405764966,False,Nox Pirates,712000000.0,0.869891950877325,0.0,0.5219351705263949,0.0
1142,Pekoms,April 11,1,1,1,0,,27.0,232.0,S,330000000.0,0.8741016910915818,0.4,0.0,23.0,0.007649667405764966,False,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.0
1143,Pell,August 23,1,0,0,0,Grand Line,33.0,189.0,X,,,0.0,0.01,20.0,0.013651884700665189,True,,,,,,
1144,Pellini,,0,0,0,0,,,,,,,0.0,0.0,14.0,0.004656319290465632,True,Tontatta Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
1145,Penguin,April 25,0,0,0,0,North Blue,26.0,,X,,,0.0,0.0,39.0,0.012971175166297116,False,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.0
1146,Peppoko,September 2,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1147,Perona,June 7,1,0,0,0,West Blue,23.0,160.0,XF,,,0.0,0.01,23.0,0.014649667405764965,True,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,
1148,Peterman,January 4,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1149,Peetamu,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1150,Pica,December 14,1,1,1,0,North Blue,40.0,470.0,X,99000000.0,0.8204480613673855,0.4,0.0,24.0,0.007982261640798226,True,,,,,,
1151,Pickles,January 9,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
1152,Pierre,October 8,1,0,0,0,,,,,,,0.0,0.0,31.0,0.010310421286031043,True,,,,,,
1153,Pieman,April 9,0,0,0,0,East Blue,9.0,120.0,XF,,,0.0,,,,True,,,,,,
1154,Pike,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1155,Pinky,September 29,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1156,Piper,,0,0,0,0,,,,,,,0.0,0.03,3.0,0.021997782705099778,True,New Giant Warrior Pirates,0.0,0.0,0.0,0.0,
1157,Pisaro,August 14,0,0,0,0,Grand Line,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
1158,Saint Pluming,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1159,Poker,,1,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1160,Polo Gram,,0,0,0,0,,,,,,,0.0,0.02,2.0,0.014665188470066518,False,Polo Pirates,0.0,0.0,0.0,0.0,0.0
1161,Pomp,,0,0,0,0,,,,,,,0.0,0.01,6.0,0.008995565410199555,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
1162,Pomsky,,1,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.1,10.0,0.07332594235033259,True,,,,,,
1163,Poppoko,September 2,0,0,0,0,East Blue,,,,,,0.0,0.01,2.0,0.0076651884700665186,True,,,,,,
1164,Poppy,May 17,0,0,0,0,Calm Belt,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1165,Porche,November 16,0,0,0,0,,,,,,,0.0,0.01,11.0,0.010658536585365853,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
1166,Porchemy,April 3,0,0,0,0,East Blue,,320.0,X,3400000.0,0.6702080806323911,0.0,0.0,2.0,0.0006651884700665188,False,Bluejam Pirates,17700000.0,0.7122245551555894,0.0,0.4273347330933536,0.0
1167,Poro,May 11,0,0,0,0,East Blue,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1168,Portgas D. Ace,January 1,1,0,0,0,South Blue,,103.0,S,550000000.0,0.8968660333330513,0.0,0.02,50.0,0.03062971175166297,False,,,,,,0.0
1169,Portgaz D. Rouge,June 10,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1170,Potato,,0,0,0,0,South Blue,,,,,,0.0,0.02,3.0,0.014997782705099777,True,Bonney Pirates,320000000.0,0.835761449123163,0.0,0.5014568694738978,
1171,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1172,Potsun,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1173,Pound,August 21,0,0,0,0,Grand Line,48.0,731.0,F,,,0.0,0.0,9.0,0.0029933481152993346,True,,,,,,
1174,Prince Grus,October 20,1,1,1,0,West Blue,29.0,205.0,X,500000000.0,0.8926186474302545,0.4,0.06,7.0,0.04432815964523281,True,,,,,,
1175,Prometheus,July 19,0,0,0,0,Grand Line,,239.0,,,,0.0,0.03,52.0,0.03829490022172949,False,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.0
1176,Purinpurin,May 16,0,0,0,0,East Blue,,,,,,0.0,,,,False,,,,,,0.0
1177,Pudos,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1178,Puppu,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1179,Pururu,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
1180,Pururu,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Bourgeois Pirates,0.0,0.0,0.0,0.0,
1181,Pacifista,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1182,Pacifista,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1183,Pacifista,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1184,Pacifista,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1185,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1186,Queen,July 13,1,1,1,0,Grand Line,56.0,612.0,XF,1320000000.0,0.935880266477916,0.4,0.0,58.0,0.019290465631929047,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.5232697060702394
1187,Queen Mama Chanter,,0,0,0,0,,,,,,,0.0,0.0,10.0,0.0033259423503325942,True,,,,,,
1188,Quincy,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
1189,Rabbit-Man,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1190,Rabiyan,,0,0,0,0,,,,,,,0.0,0.0,16.0,0.005321507760532151,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
1191,Raccoon,,0,0,0,0,,,,,75000000.0,0.8080757301522095,0.0,0.0,0.0,0.0,False,,,,,,0.0
1192,Ragnir,,0,0,0,0,,0.0,,,,,0.0,0.04,4.0,0.029330376940133036,True,,,,,,
1193,Rydin,November 14,0,0,0,0,,102.0,,,,,0.0,,,,True,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,
1194,Raijin,June 4,0,0,0,0,Grand Line,45.0,200.0,X,,,0.0,0.0,4.0,0.0013303769401330377,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1195,Raizo,February 26,1,1,1,0,Grand Line,35.0,311.0,X,,,0.4,0.0,69.0,0.022949002217294897,True,,,,,,
1196,Raki,July 7,0,0,0,0,Sky Islands,20.0,179.0,S,,,0.0,0.0,11.0,0.0036585365853658534,True,,,,,,
1197,Rakuda,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1198,Dr. Noshirtkutz Tofayme,,0,0,0,0,,,,,,,0.0,,,,True,Germ Pirates,0.0,0.0,0.0,0.0,
1199,Rakuyo,September 8,0,0,0,0,South Blue,,,,,,0.0,0.0,14.0,0.004656319290465632,True,,,,,,
1200,Ramba,July 10,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1201,Ramen,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1202,Rampo,,0,0,0,0,,,,,,,0.0,0.0,19.0,0.006319290465631929,True,Tontatta Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
1203,Ran,November 24,0,0,0,0,Calm Belt,,,,,,0.0,0.0,8.0,0.0026607538802660754,True,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,
1204,Randolph,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
1205,Langram,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1206,Ratatoskr,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1207,Ratel,,0,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,0.0,0.0,0.0,True,,,,,,
1208,Rebecca,August 4,0,1,0,0,Grand Line,16.0,171.0,S,,,0.1,0.03,64.0,0.0422860310421286,True,,,,,,
1209,Reck,,0,0,0,0,,,,,,,0.0,0.01,3.0,0.007997782705099777,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
1210,Recycollie,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1211,Red King,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.08,8.0,0.05866075388026607,True,,,,,,
1212,Redwolf,,1,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1213,Reforte,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1214,Renona Topakka,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1215,Richy,July 23,0,0,0,0,,,,,,,0.0,,,,True,Cross Guild,8848000000.0,0.9774301107626138,0.0,0.5864580664575683,
1216,Rika,June 18,0,0,0,0,East Blue,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1217,Riku Doldo III,June 27,0,0,0,0,Grand Line,60.0,261.0,S,,,0.0,0.01,45.0,0.021966740576496672,True,,,,,,
1218,Saint Rimoshifu Killingham,,1,0,0,0,,,,,,,0.0,,,,True,,,,,,
1219,Rindo,September 16,0,0,0,0,Calm Belt,,,,,,0.0,0.0,8.0,0.0026607538802660754,True,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,
1220,Lint,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1221,Ripley,,0,0,0,0,,80.0,,,,,0.0,0.16,16.0,0.11732150776053214,True,,,,,,
1222,Ripper,June 13,0,0,0,0,East Blue,,,,1000000.0,0.6156720012870898,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1223,Ririka,November 15,0,0,0,0,East Blue,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1224,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,False,Rolling Pirates,24000000.0,0.7252189640476802,0.0,0.4351313784286081,0.0
1225,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,False,Rolling Pirates,24000000.0,0.7252189640476802,0.0,0.4351313784286081,0.0
1226,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1227,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1228,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,True,Rolling Pirates,24000000.0,0.7252189640476802,0.0,0.4351313784286081,
1229,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,True,Rolling Pirates,24000000.0,0.7252189640476802,0.0,0.4351313784286081,
